atp_last,attended_last,attended_prior,clientcode,dimcustomermasterid,distance,events_last,events_prior,lkupclientid,product_current,product_last,product,sascore,seasonyear,scoredate,tenure
197.5,1,1,GALAXY,496451958,94.41,1,1,6,None,Individual,None,92.0,2022,2022-06-23,0
89.82,1,1,GALAXY,496451960,147.22,1,1,6,None,Individual,None,99.75,2022,2022-06-23,0
74.67,1,1,GALAXY,496451970,147.22,1,1,6,None,Individual,None,97.0,2022,2022-06-23,0
40.0,0,0,GALAXY,496451971,147.22,1,1,6,None,None,None,72.0,2022,2022-06-23,0
127.0,1,1,GALAXY,496451987,1366.89,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
150.0,1,1,GALAXY,496452002,146.0,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
173.0,1,1,GALAXY,496452015,20.26,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
103.5,1,1,GALAXY,496452020,92.3,1,1,6,None,Individual,None,99.0,2022,2022-06-23,0
27.2,1,1,GALAXY,496452021,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
21.14,1,1,GALAXY,496452028,147.22,1,1,6,None,Individual,None,93.0,2022,2022-06-23,0
100.0,1,1,GALAXY,496452036,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
50.0,1,1,GALAXY,496452052,59.51,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
92.67,1,1,GALAXY,496452067,147.22,1,1,6,None,Individual,None,99.75,2022,2022-06-23,0
150.0,1,1,GALAXY,496452070,50.59,1,1,6,None,Individual,None,93.83,2022,2022-06-23,0
50.0,1,1,GALAXY,496452080,59.51,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
100.0,1,1,GALAXY,496452081,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
175.0,1,1,GALAXY,496452083,4109.95,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
94.53,0,0,GALAXY,496452090,147.22,1,1,6,None,Individual,None,72.0,2022,2022-06-23,0
100.0,1,1,GALAXY,496452091,37.49,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
97.79,1,1,GALAXY,496452109,147.22,1,1,6,None,Individual,None,99.0,2022,2022-06-23,0
92.67,0,0,GALAXY,496452118,147.22,1,1,6,None,Individual,None,71.8,2022,2022-06-23,0
38.0,0,0,GALAXY,496452120,147.22,1,1,6,None,None,None,74.0,2022,2022-06-23,0
95.92,1,1,GALAXY,496452134,147.22,1,1,6,None,Individual,None,73.0,2022,2022-06-23,0
100.0,1,1,GALAXY,496452155,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
173.0,1,1,GALAXY,496452167,62.79,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
100.0,1,1,GALAXY,496452189,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
152.0,0,0,GALAXY,496452196,147.22,1,1,6,None,Individual,None,73.0,2022,2022-06-23,0
145.0,1,1,GALAXY,496452200,35.93,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
23.75,2,2,GALAXY,496452201,22.51,2,2,6,None,Group,Group,41.0,2022,2022-06-23,0
127.0,0,0,GALAXY,496452205,354.17,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
76.25,1,1,GALAXY,496452212,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
100.0,1,1,GALAXY,496452216,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
54.74,1,1,GALAXY,496452217,37.76,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
22.0,1,1,GALAXY,496452225,147.22,1,1,6,None,Group,None,83.0,2022,2022-06-23,0
34.48,0,0,GALAXY,496452226,147.22,1,1,6,None,Individual,None,72.0,2022,2022-06-23,0
46.59,0,0,GALAXY,496452233,147.22,1,1,6,None,Individual,None,67.0,2022,2022-06-23,0
70.0,1,1,GALAXY,496452234,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
82.78,1,1,GALAXY,496452251,147.22,1,1,6,None,Individual,None,71.0,2022,2022-06-23,0
128.5,1,1,GALAXY,496452254,547.23,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
150.0,1,1,GALAXY,496452259,606.26,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
152.0,1,1,GALAXY,496452260,51.44,1,1,6,None,Individual,None,98.0,2022,2022-06-23,0
79.05,1,1,GALAXY,496452267,147.22,1,1,6,None,Individual,None,95.0,2022,2022-06-23,0
40.53,0,0,GALAXY,496452269,147.22,1,1,6,None,Individual,None,72.0,2022,2022-06-23,0
0.0,1,1,GALAXY,496452285,147.22,1,1,6,None,None,None,100.0,2022,2022-06-23,0
25.0,1,1,GALAXY,496452287,147.22,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
115.79,1,1,GALAXY,496452299,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
100.0,1,1,GALAXY,496452302,49.48,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
72.93,1,1,GALAXY,496452304,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
61.75,0,0,GALAXY,496452306,22.36,1,1,6,None,None,None,100.0,2022,2022-06-23,0
150.0,1,1,GALAXY,496452313,37.76,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
24.0,1,1,GALAXY,496452341,36.37,1,1,6,None,Group,None,94.0,2022,2022-06-23,0
0.0,1,1,GALAXY,496452362,147.22,1,1,6,None,None,None,100.0,2022,2022-06-23,0
55.0,1,1,GALAXY,496452363,35.58,1,1,6,None,Group,None,89.0,2022,2022-06-23,0
16.67,1,1,GALAXY,496452364,147.22,1,1,6,None,Individual,None,86.5,2022,2022-06-23,0
35.0,1,1,GALAXY,496452370,21.1,1,1,6,None,Group,None,92.0,2022,2022-06-23,0
55.0,1,1,GALAXY,496452379,220.1,1,1,6,None,Individual,None,90.0,2022,2022-06-23,0
100.0,1,1,GALAXY,496452392,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
22.0,0,0,GALAXY,496452395,147.22,1,1,6,None,None,None,96.0,2022,2022-06-23,0
25.0,1,1,GALAXY,496452403,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
10.0,1,1,GALAXY,496452421,147.22,1,1,6,None,Individual,None,95.0,2022,2022-06-23,0
175.0,1,1,GALAXY,496452422,70.29,1,1,6,None,Individual,None,83.75,2022,2022-06-23,0
32.28,2,2,GALAXY,496452451,90.67,2,2,6,None,Group,Full Season,41.0,2022,2022-06-23,0
100.0,1,1,GALAXY,496452452,32.34,1,1,6,None,Individual,None,99.0,2022,2022-06-23,0
55.5,1,1,GALAXY,496452476,77.9,2,2,6,None,Individual,None,99.0,2022,2022-06-23,0
100.0,1,1,GALAXY,496452485,54.17,1,1,6,None,Individual,None,98.83,2022,2022-06-23,0
175.0,1,1,GALAXY,496452496,21.99,1,1,6,None,Individual,None,89.0,2022,2022-06-23,0
152.0,1,1,GALAXY,496452507,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
0.0,1,1,GALAXY,496452529,147.22,1,1,6,None,None,None,100.0,2022,2022-06-23,0
43.8,1,1,GALAXY,496452535,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
0.0,1,1,GALAXY,496452556,147.22,1,1,6,None,None,None,100.0,2022,2022-06-23,0
73.73,1,1,GALAXY,496452561,147.22,1,1,6,None,Individual,None,95.0,2022,2022-06-23,0
98.72,1,1,GALAXY,496452568,147.22,1,1,6,None,Individual,None,99.0,2022,2022-06-23,0
100.0,0,0,GALAXY,496452587,147.22,1,1,6,None,Individual,None,72.0,2022,2022-06-23,0
50.0,1,1,GALAXY,496452589,2.55,1,1,6,None,Group,None,92.83,2022,2022-06-23,0
89.9,1,1,GALAXY,496452597,147.22,1,1,6,None,Individual,None,99.75,2022,2022-06-23,0
70.0,1,1,GALAXY,496452606,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
38.0,0,0,GALAXY,496452615,147.22,1,1,6,None,None,None,74.0,2022,2022-06-23,0
96.7,1,1,GALAXY,496452618,147.22,1,1,6,None,Individual,None,80.0,2022,2022-06-23,0
22.0,2,2,GALAXY,496452632,32.73,2,2,6,None,Group,None,57.99999999999999,2022,2022-06-23,0
152.0,1,1,GALAXY,496452633,558.63,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
50.0,1,1,GALAXY,496452644,8.74,1,1,6,None,Group,None,92.05,2022,2022-06-23,0
112.99,1,1,GALAXY,496452658,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
197.5,1,1,GALAXY,496452671,9.87,1,1,6,None,Individual,None,75.85,2022,2022-06-23,0
84.65,1,1,GALAXY,496452683,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
152.0,1,1,GALAXY,496452701,47.63,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
37.73,1,1,GALAXY,496452706,147.22,1,1,6,None,Individual,None,79.0,2022,2022-06-23,0
99.5,1,1,GALAXY,496452724,110.39,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
67.2,1,1,GALAXY,496452732,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
79.05,1,1,GALAXY,496452752,45.88,1,1,6,None,Individual,None,83.78999999999999,2022,2022-06-23,0
197.5,1,1,GALAXY,496452756,8.67,1,1,6,None,Individual,None,86.0,2022,2022-06-23,0
71.75,1,1,GALAXY,496452760,147.22,1,1,6,None,Individual,None,86.0,2022,2022-06-23,0
74.67,1,1,GALAXY,496452766,147.22,1,1,6,None,Individual,None,97.0,2022,2022-06-23,0
152.0,1,1,GALAXY,496452767,150.35,1,1,6,None,Individual,None,90.93,2022,2022-06-23,0
152.0,0,0,GALAXY,496452773,18.97,1,1,6,None,Individual,None,95.0,2022,2022-06-23,0
50.0,1,1,GALAXY,496452792,48.03,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
55.0,1,1,GALAXY,496452795,82.76,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
23.65,2,2,GALAXY,496452815,147.22,2,2,6,None,Group,None,66.0,2022,2022-06-23,0
71.87,1,1,GALAXY,496452817,175.71,1,1,6,None,Individual,None,85.0,2022,2022-06-23,0
71.87,1,1,GALAXY,496452818,147.22,2,2,6,None,Individual,None,74.0,2022,2022-06-23,0
90.8,1,1,GALAXY,496452831,147.22,1,1,6,None,Individual,None,99.75,2022,2022-06-23,0
150.0,1,1,GALAXY,496452832,23.66,1,1,6,None,Individual,None,99.0,2022,2022-06-23,0
32.61,1,1,GALAXY,496452843,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
35.0,1,1,GALAXY,496452845,45.85,1,1,6,None,Group,None,93.0,2022,2022-06-23,0
85.14,1,1,GALAXY,496452848,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
150.0,1,1,GALAXY,496452853,33.48,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
100.59,1,1,GALAXY,496452854,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
104.15,1,1,GALAXY,496452855,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
52.76,1,1,GALAXY,496452862,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
150.0,1,1,GALAXY,496452864,159.78,1,1,6,None,Individual,None,97.0,2022,2022-06-23,0
119.0,1,1,GALAXY,496452898,95.08,1,1,6,None,Individual,None,95.0,2022,2022-06-23,0
35.0,1,1,GALAXY,496452908,4133.86,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
96.86,1,1,GALAXY,496452911,147.22,1,1,6,None,Individual,None,80.0,2022,2022-06-23,0
150.0,1,1,GALAXY,496452913,5.59,1,1,6,None,Individual,None,84.17,2022,2022-06-23,0
60.0,1,1,GALAXY,496452931,86.16,1,1,6,None,Individual,None,99.0,2022,2022-06-23,0
25.0,0,0,GALAXY,496452932,147.22,1,1,6,None,None,None,93.0,2022,2022-06-23,0
29.0,1,1,GALAXY,496452949,147.22,1,1,6,None,Individual,Individual,54.0,2022,2022-06-23,0
100.0,1,1,GALAXY,496452955,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
133.14,1,1,GALAXY,496452961,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
175.0,1,1,GALAXY,496452968,8.74,1,1,6,None,Individual,None,95.0,2022,2022-06-23,0
94.99,0,0,GALAXY,496452971,147.22,1,1,6,None,Individual,None,72.0,2022,2022-06-23,0
75.31,1,1,GALAXY,496452989,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
112.99,1,1,GALAXY,496452998,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
118.4,1,1,GALAXY,496453011,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
100.0,1,1,GALAXY,496453016,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
40.53,1,1,GALAXY,496453066,147.22,1,1,6,None,Individual,None,94.0,2022,2022-06-23,0
88.0,0,0,GALAXY,496453071,147.22,1,1,6,None,Individual,None,71.8,2022,2022-06-23,0
42.0,1,1,GALAXY,496453073,8.72,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
175.0,1,1,GALAXY,496453076,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
78.11,0,0,GALAXY,496453082,147.22,1,1,6,None,Individual,None,71.0,2022,2022-06-23,0
127.0,1,1,GALAXY,496453087,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
97.79,1,1,GALAXY,496453097,147.22,1,1,6,None,Individual,None,99.0,2022,2022-06-23,0
127.0,1,1,GALAXY,496453108,15.96,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
104.32,1,1,GALAXY,496453121,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
100.0,1,1,GALAXY,496453125,36.51,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
100.0,1,1,GALAXY,496453136,32.73,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
145.0,0,0,GALAXY,496453145,96.72,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
38.0,1,1,GALAXY,496453147,27.38,1,1,6,None,Individual,None,94.0,2022,2022-06-23,0
72.48,1,1,GALAXY,496453150,147.22,1,1,6,None,Individual,None,87.0,2022,2022-06-23,0
127.0,1,1,GALAXY,496453169,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
100.0,1,1,GALAXY,496453172,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
150.0,1,1,GALAXY,496453174,27.17,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
83.71,1,1,GALAXY,496453177,147.22,1,1,6,None,Individual,None,96.0,2022,2022-06-23,0
120.08,1,1,GALAXY,496453183,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
100.0,1,1,GALAXY,496453187,40.85,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
50.0,1,1,GALAXY,496453200,14.79,1,1,6,None,Individual,None,89.48,2022,2022-06-23,0
150.0,0,0,GALAXY,496453206,521.95,1,1,6,None,Individual,None,96.0,2022,2022-06-23,0
149.5,1,1,GALAXY,496453213,23.73,1,1,6,None,Individual,None,99.0,2022,2022-06-23,0
175.0,1,1,GALAXY,496453220,58.53,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
50.0,0,0,GALAXY,496453223,147.22,1,1,6,None,None,Individual,67.0,2022,2022-06-23,0
100.0,1,1,GALAXY,496453227,18.73,1,1,6,None,Individual,None,99.0,2022,2022-06-23,0
50.0,1,1,GALAXY,496453231,10.67,1,1,6,None,Group,None,95.5,2022,2022-06-23,0
25.0,1,1,GALAXY,496453236,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
101.36,1,1,GALAXY,496453239,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
109.26,1,1,GALAXY,496453240,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
50.0,0,0,GALAXY,496453256,21.1,1,1,6,None,None,None,92.0,2022,2022-06-23,0
90.0,0,0,GALAXY,496453258,147.22,1,1,6,None,None,None,71.8,2022,2022-06-23,0
82.48,1,1,GALAXY,496453259,147.22,1,1,6,None,Individual,None,70.0,2022,2022-06-23,0
90.0,1,1,GALAXY,496453262,4.53,1,1,6,None,Group,None,72.11999999999999,2022,2022-06-23,0
25.0,1,1,GALAXY,496453274,2563.49,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
41.47,0,0,GALAXY,496453282,147.22,1,1,6,None,Individual,None,72.0,2022,2022-06-23,0
150.0,1,1,GALAXY,496453307,38.0,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
25.0,1,1,GALAXY,496453315,10.67,1,1,6,None,Group,None,59.28,2022,2022-06-23,0
64.69,1,1,GALAXY,496453320,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
90.0,1,1,GALAXY,496453321,159.78,1,1,6,None,Group,None,95.0,2022,2022-06-23,0
100.0,1,1,GALAXY,496453330,3533.34,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
175.0,1,1,GALAXY,496453344,49.68,1,1,6,None,Individual,None,86.0,2022,2022-06-23,0
50.0,1,1,GALAXY,496453361,59.51,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
150.0,1,1,GALAXY,496453362,40.8,1,1,6,None,Individual,None,99.0,2022,2022-06-23,0
100.0,1,1,GALAXY,496453364,8.72,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
112.99,1,1,GALAXY,496453368,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
25.0,0,0,GALAXY,496453370,147.22,1,1,6,None,None,None,93.0,2022,2022-06-23,0
0.0,1,1,GALAXY,496453371,147.22,1,1,6,None,None,None,100.0,2022,2022-06-23,0
173.0,1,1,GALAXY,496453373,31.42,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
115.79,1,1,GALAXY,496453381,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
152.0,1,1,GALAXY,496453382,51.0,1,1,6,None,Individual,None,94.0,2022,2022-06-23,0
123.81,1,1,GALAXY,496453388,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
73.73,1,1,GALAXY,496453396,147.22,1,1,6,None,Individual,None,95.0,2022,2022-06-23,0
52.19,1,1,GALAXY,496453397,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
64.58,1,1,GALAXY,496453401,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
93.89,1,1,GALAXY,496453411,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
56.29,1,1,GALAXY,496453425,147.22,1,1,6,None,Individual,None,94.5,2022,2022-06-23,0
94.99,0,0,GALAXY,496453451,147.22,1,1,6,None,Individual,None,72.0,2022,2022-06-23,0
40.0,0,0,GALAXY,496453466,147.22,1,1,6,None,None,None,72.0,2022,2022-06-23,0
40.0,0,0,GALAXY,496453471,147.22,1,1,6,None,None,None,72.0,2022,2022-06-23,0
100.0,1,1,GALAXY,496453478,4117.15,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
127.0,1,1,GALAXY,496453489,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
105.3,1,1,GALAXY,496453495,147.22,2,2,6,None,Individual,None,79.0,2022,2022-06-23,0
60.0,0,0,GALAXY,496453496,147.22,1,1,6,None,None,None,62.0,2022,2022-06-23,0
72.8,1,1,GALAXY,496453501,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
100.0,1,1,GALAXY,496453503,16.5,1,1,6,None,Individual,None,99.67,2022,2022-06-23,0
81.85,1,1,GALAXY,496453509,47.96,1,1,6,None,Individual,None,86.65,2022,2022-06-23,0
0.0,1,1,GALAXY,496453524,147.22,1,1,6,None,None,None,100.0,2022,2022-06-23,0
35.0,0,0,GALAXY,496453541,147.22,1,1,6,None,None,None,75.0,2022,2022-06-23,0
23.0,1,1,GALAXY,496453543,35.09,1,1,6,None,Group,None,94.93,2022,2022-06-23,0
20.0,1,1,GALAXY,496453554,13.17,1,1,6,None,Group,None,90.48,2022,2022-06-23,0
99.5,1,1,GALAXY,496453562,33.38,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
20.0,1,1,GALAXY,496453565,10.21,1,1,6,None,Group,None,88.19,2022,2022-06-23,0
35.87,1,1,GALAXY,496453569,147.22,1,1,6,None,Individual,None,98.0,2022,2022-06-23,0
129.0,1,1,GALAXY,496453571,29.23,1,1,6,None,Individual,None,99.0,2022,2022-06-23,0
27.78,2,2,GALAXY,496453573,10.21,2,2,6,None,Group,None,94.0,2022,2022-06-23,0
39.0,0,0,GALAXY,496453574,147.22,1,1,6,None,None,None,72.0,2022,2022-06-23,0
79.0,1,1,GALAXY,496453576,19.93,1,1,6,None,Individual,None,99.0,2022,2022-06-23,0
28.0,1,1,GALAXY,496453587,103.9,1,1,6,None,Individual,None,84.37,2022,2022-06-23,0
20.0,1,1,GALAXY,496453592,151.74,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
55.0,0,0,GALAXY,496453593,147.22,1,1,6,None,None,None,55.00000000000001,2022,2022-06-23,0
22.0,1,1,GALAXY,496453602,136.09,1,1,6,None,Group,None,71.0,2022,2022-06-23,0
25.0,0,0,GALAXY,496453609,147.22,1,1,6,None,None,None,93.0,2022,2022-06-23,0
37.5,0,0,GALAXY,496453614,147.22,1,1,6,None,None,None,73.0,2022,2022-06-23,0
55.0,0,0,GALAXY,496453620,147.22,1,1,6,None,None,None,55.00000000000001,2022,2022-06-23,0
23.9,1,1,GALAXY,496453622,147.22,1,1,6,None,Individual,None,79.0,2022,2022-06-23,0
39.0,0,0,GALAXY,496453625,44.16,1,1,6,None,None,None,100.0,2022,2022-06-23,0
25.0,1,1,GALAXY,496453628,22.36,1,1,6,None,Group,None,86.96000000000001,2022,2022-06-23,0
20.0,0,0,GALAXY,496453637,13.17,1,1,6,None,Group,None,74.44,2022,2022-06-23,0
20.0,1,1,GALAXY,496453638,13.17,1,1,6,None,Group,None,90.48,2022,2022-06-23,0
35.0,0,0,GALAXY,496453639,147.22,1,1,6,None,None,None,75.0,2022,2022-06-23,0
40.0,0,0,GALAXY,496453644,147.22,1,1,6,None,None,None,72.0,2022,2022-06-23,0
25.0,0,0,GALAXY,496453649,147.22,1,1,6,None,None,None,93.0,2022,2022-06-23,0
50.0,0,0,GALAXY,496453653,147.22,1,1,6,None,None,Individual,67.0,2022,2022-06-23,0
20.0,1,1,GALAXY,496453666,31.48,1,1,6,None,Group,None,97.83,2022,2022-06-23,0
93.5,0,0,GALAXY,496453672,709.76,1,1,6,None,Individual,None,89.4,2022,2022-06-23,0
40.0,0,0,GALAXY,496453675,147.22,1,1,6,None,None,None,72.0,2022,2022-06-23,0
35.0,0,0,GALAXY,496453677,147.22,1,1,6,None,None,None,75.0,2022,2022-06-23,0
84.0,1,1,GALAXY,496453680,3944.76,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
52.19,1,1,GALAXY,496453688,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
30.74,1,1,GALAXY,496453690,12.68,1,1,6,None,Individual,None,94.0,2022,2022-06-23,0
50.0,1,1,GALAXY,496453691,105.58,1,1,6,None,Group,None,94.0,2022,2022-06-23,0
28.13,1,1,GALAXY,496453694,147.22,1,1,6,None,Individual,None,96.0,2022,2022-06-23,0
30.0,1,1,GALAXY,496453697,25.38,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
20.0,1,1,GALAXY,496453700,82.35,1,1,6,None,Group,Group,50.339999999999996,2022,2022-06-23,0
36.0,0,0,GALAXY,496453704,147.22,1,1,6,None,None,None,76.0,2022,2022-06-23,0
165.5,0,0,GALAXY,496453711,1320.92,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
20.0,1,1,GALAXY,496453717,147.22,1,1,6,None,Group,None,71.0,2022,2022-06-23,0
19.47,1,1,GALAXY,496453720,95.08,1,1,6,None,Individual,None,97.25,2022,2022-06-23,0
20.0,1,1,GALAXY,496453723,129.02,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
40.0,0,0,GALAXY,496453725,147.22,1,1,6,None,None,None,72.0,2022,2022-06-23,0
51.5,1,1,GALAXY,496453733,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
32.14,1,1,GALAXY,496453737,147.22,1,1,6,None,Individual,None,94.0,2022,2022-06-23,0
99.5,1,1,GALAXY,496453740,14.65,1,1,6,None,Individual,None,99.67,2022,2022-06-23,0
22.0,1,1,GALAXY,496453745,64.28,1,1,6,None,Group,None,98.32,2022,2022-06-23,0
20.0,1,1,GALAXY,496453751,82.35,1,1,6,None,Group,Group,50.339999999999996,2022,2022-06-23,0
23.0,1,1,GALAXY,496453761,147.22,1,1,6,None,Group,None,98.0,2022,2022-06-23,0
42.0,0,0,GALAXY,496453764,26.79,1,1,6,None,None,None,94.0,2022,2022-06-23,0
56.0,1,1,GALAXY,496453766,29.86,1,1,6,None,Individual,None,93.73,2022,2022-06-23,0
25.4,0,0,GALAXY,496453768,147.22,2,2,6,None,None,None,98.0,2022,2022-06-23,0
43.33,1,1,GALAXY,496453775,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
20.0,1,1,GALAXY,496453784,11.88,1,1,6,None,Group,None,78.81,2022,2022-06-23,0
85.0,0,0,GALAXY,496453785,147.22,1,1,6,None,None,None,71.0,2022,2022-06-23,0
30.74,1,1,GALAXY,496453786,147.22,1,1,6,None,Individual,None,94.0,2022,2022-06-23,0
25.0,1,1,GALAXY,496453796,50.16,1,1,6,None,Group,None,97.58,2022,2022-06-23,0
20.0,2,2,GALAXY,496453798,10.67,2,2,6,None,Group,None,93.67,2022,2022-06-23,0
29.07,0,0,GALAXY,496453799,147.22,1,1,6,None,Individual,None,56.00000000000001,2022,2022-06-23,0
37.5,2,2,GALAXY,496453802,147.22,2,2,6,None,Group,None,53.0,2022,2022-06-23,0
20.0,1,1,GALAXY,496453805,13.17,1,1,6,None,Group,None,90.48,2022,2022-06-23,0
79.0,1,1,GALAXY,496453810,89.35,1,1,6,None,Individual,None,99.0,2022,2022-06-23,0
33.54,1,1,GALAXY,496453812,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
20.0,1,1,GALAXY,496453814,10.21,1,1,6,None,Group,None,88.19,2022,2022-06-23,0
20.0,1,1,GALAXY,496453832,147.22,1,1,6,None,Group,None,71.0,2022,2022-06-23,0
28.0,1,1,GALAXY,496453833,147.22,1,1,6,None,Individual,None,99.0,2022,2022-06-23,0
40.0,0,0,GALAXY,496453840,147.22,1,1,6,None,None,None,72.0,2022,2022-06-23,0
80.0,0,0,GALAXY,496453848,139.43,1,1,6,None,None,None,77.0,2022,2022-06-23,0
20.0,1,1,GALAXY,496453849,12.49,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
165.5,1,1,GALAXY,496453851,353.88,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
20.0,1,1,GALAXY,496453853,10.21,1,1,6,None,Group,None,88.19,2022,2022-06-23,0
0.0,1,1,GALAXY,496453857,19.67,1,1,6,None,None,None,100.0,2022,2022-06-23,0
50.0,0,0,GALAXY,496453858,147.22,1,1,6,None,None,Individual,67.0,2022,2022-06-23,0
28.0,1,1,GALAXY,496453859,10.22,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
49.39,1,1,GALAXY,496453860,147.22,1,1,6,None,Individual,None,97.0,2022,2022-06-23,0
35.0,0,0,GALAXY,496453862,3959.01,1,1,6,None,None,None,100.0,2022,2022-06-23,0
114.0,1,1,GALAXY,496453873,33.33,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
